estado_comprador,id_entidad,id_sujeto,sujeto_obligado,ejercicio,tipo_procedimiento,materia,caracter,expediente,num_contrato,proveedor,rfc_norm,fecha_efectiva,importe,tipo_monto,moneda,direccion_anuncio,url_fallo,municipio_proveedor,cp_proveedor,origen_recursos,convenio_modif,descripcion,objeto,fecha_actualizacion,formato,rfc_valido,es_persona_moral,fecha_constitucion_rfc,nombre_sfp,multa,institucion_sancionadora,inicio,fin,plazo_txt,durante_inhabilitacion
HIDALGO,13,2131,HID - Poder Ejecutivo del Estado de Hidalgo,2024,Licitación pública,Servicios,Nacional,OEEH/LPN/008/2024,OEEH-LPN-010-2024,GEN Industrial S.A. de C.V.,GIN811027SS4,2024-09-23,935540.0,con_impuestos,Peso,https://transparenciadocs.hidalgo.gob.mx/ENTIDADES/OEventos/dir2/2024/F28/3T/OEEH-LPN-010-2024.pdf,https://transparenciadocs.hidalgo.gob.mx/ENTIDADES/OEventos/dir4/Adquisiciones/2024/LPN_008/JFALLO_OEEH_LPN_008_2024.pdf,Monterrey,64650,Estatales,No,Servicios de limpieza y manejo de desechos,Servicios de limpieza y manejo de desechos,2025-01-10,59483,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,12497,,Vilmoy SA de CV,VIL050518596,,,techo_maximo,Pesos,,,Pachuca de Soto,42060,Estatales,,"[[1, 'Denominación o razón social', 'Vilmoy SA de CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'VIL050518596'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]
[[1, 'Denominación o razón social', 'Laboratorio quimico microbiologo S de RL de CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'LQM210127NB8'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]",Pago por el servicio mensual del estudio de calidad del agua en los laboratorios de Gastronomía para el año 2025,2025-10-22,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
NUEVO LEÓN,19,11060,NLE - Unidad de Integracion Educativa,2024,Adjudicación directa,Adquisiciones,Nacional,41413,41413,"BORSA COMERCIALIZADORA, S.A. DE C.V.",BCO920226PC3,2024-12-11,75030.0,con_impuestos,PESOS,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=eUhkNExhRXZXQ0U9&doc=41413-BORSA.pdf,,MONTERREY,64610,Federales,No,ADQUISICION DE DIVERSOS INSUMOS PARA LA ELABORACION DE MATERIAL DIDACTICO.,ADQUISICION DE DIVERSOS INSUMOS PARA LA ELABORACION DE MATERIAL DIDACTICO.,2024-12-31,59606,True,True,1992-02-26,"BORSA COMERCIALIZADORA, S.A. DE C.V.","{'monto': '764460', 'monto_cf': '             764,460.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-01-26,2014-04-26,"2 años, 3 meses",False
CIUDAD DE MÉXICO,9,20744,CMX - Alcaldia Gustavo A. Madero,2025,Licitación pública,Adquisiciones,Nacional,02CD072P0056125,02CD072P0056125,"D' SAZON SEGURIDAD ALIMENTARIA, S.A. DE C.V.",DSS121222IC0,2025-05-06,5500000.0,con_impuestos,NACIONAL,http://www.gamadero.cdmx.gob.mx/GAM/Transparencia2025/A121/30/A121Fr30A_2025_T02-CONTRATO_056.pdf,http://www.gamadero.cdmx.gob.mx/GAM/Transparencia2025/A121/30/A121Fr30A_2025_T02-LPN_04_ACTA_FALLO.pdf,IZTAPALAPA,9900,Estatales,No,ADQUISICION DE BIENES: SUMINISTRO DE ALIMENTOS A DISTRIBUIR EN LOS CACI,ADQUISICION DE BIENES: SUMINISTRO DE ALIMENTOS A DISTRIBUIR EN LOS CACI,2025-06-30,59413,True,True,2012-12-22,"D´SAZÓN SEGURIDAD ALIMENTARIA, S.A. DE C.V.","{'monto': '537720', 'monto_cf': '             537,720.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2026-01-23,2027-01-23,1 año,False
QUINTANA ROO,23,12871,ROO - SISTEMA QUINTANARROENSE DE COMUNICACION SOCIAL,2024,Adjudicación directa,Servicios,Nacional,SQCS/AD/02/2024,SQCS/AD/02/2024,TEL CAST S.A DE C.V,TCA040802AS5,2024-01-12,313200.0,con_impuestos,PESO,http://documentos.sqcs.com.mx/index.php/s/2js2dF2RRHdSaer,http://documentos.sqcs.com.mx/index.php/s/i2rPckTRnMfZPNi,IZTAPALAPA,9260,Estatales,No,SERVICIO DE ENVÍO Y RECEPCIÓN DE SEÑAL SATELITAL DE RADIO Y TELEVISIÓN DIGITAL DEL SISTEMA QUINTANARROENSE DE COMUNICACIÓN SOCIAL,"SENTAR LAS BASES SOBRE LAS CUALES “EL PROVEEDOR” PRESTARÁ A ""LA INSTITUCIÓN"" EL SERVICIO DE ENVÍO Y RECEPCIÓN DE SEÑAL SATELITAL DE RADIO Y TELEVISIÓN DIGITAL  DE ACUERDO A LAS CARACTERÍSTICAS DEL SERVICIO DESCRITAS EN EL ANEXO A ADJUNTO AL PRESENTE CONTRATO",2024-05-04,59676,True,True,2004-08-02,"TEL CAST, S.A. DE C.V.","{'monto': '78885', 'monto_cf': '              78,885.00'}","{'nombre': 'Telecomunicaciones de Mexico', 'clave_dependencia': '09437'}",2009-05-20,2009-08-20,3 meses,False
CIUDAD DE MÉXICO,9,1628,CMX - Secretaria de Administracion y Finanzas,2025,Licitación pública,Adquisiciones,Nacional,SAF-SARMA-DGRM-LP-09-2025,DEABS-02-2025,"Grupo Industrial Asad, S.A. de C.V.",GIA120130MA8,,,techo_maximo,Moneda Nacional,https://transparencia.finanzas.cdmx.gob.mx/repositorio/public/upload/repositorio/2025/TERCER%20SEMESTRE%202025/30%20A/NOTA%20ACLARATORIA%20JUL-SEP-25.docx,https://transparencia.finanzas.cdmx.gob.mx/repositorio/public/upload/repositorio/2025/TERCER%20SEMESTRE%202025/30%20A/ACTA_FALLO_VESTUARIO_LP_09_25-VP-OCR.pdf,Alcaldía Gustavo A. Madero,07780,Estatales,No,"Adquisición Consolidada de Calzado Operativo, Vestuario Operativo, Equipo de Lluvia y Equipo de Protección, correspondiente al ejercicio fiscal 2025.","Adquisición Consolidada de Calzado Operativo, Vestuario Operativo, Eqwuipo de Lluvia y Equipo de Protección correspondiente al Ejercicio Fiscal 2025",2025-09-30,59413,True,True,2012-01-30,"GRUPO INDUSTRIAL ASAD, S.A. DE C.V.","{'monto': '791980', 'monto_cf': '             791,980.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2026-02-11,2027-05-11,"1 año, 3 meses",False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Adjudicación directa,Servicios,Nacional,10912,,VILMOY SA DE CV,VIL050518596,,,techo_maximo,Pesos,,,Pachuca de Soto,42060,Estatales,No,"Estudio mensual de calidad del agua que se utiliza en los Laboratorios del Programa Educativo de Gastronomía, correspondiente al mes de junio del 2024, bajo los parámetros que marca el Distintivo H en las siguientes Normas: NOM-092-SSA1-1994 Mesofílicos a","Estudio mensual de calidad del agua que se utiliza en los Laboratorios del Programa Educativo de Gastronomía, correspondiente al mes de junio del 2024, bajo los parámetros que marca el Distintivo H en las siguientes Normas: NOM-092-SSA1-1994 Mesofílicos a",2024-10-18,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
GUANAJUATO,11,1968,GUA - Leon,2025,Adjudicación directa,Servicios,Nacional,OC-1631,OC-1631,"Multiservicios & Mantenimiento Alex, SA de CV",MAM121106LMA,2024-12-04,24960.0,con_impuestos,Nacional,https://transparencia.leon.gob.mx/docs/teso/art70/f28/2025/01/sgoc1631.pdf,https://transparencia.leon.gob.mx/docs/teso/art70/f28/2024/04/sgasigoc1631.pdf,Miguel Hidalgo,11270,Municipales,No,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ELEVADORES DE LAS DEPENDENCIAS MUNICIPALES,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ELEVADORES DE LAS DEPENDENCIAS MUNICIPALES,2025-04-04,59447,True,True,2012-11-06,MULTISERVICIOS & MANTENIMIENTO ALEX S.A. DE C.V,"{'monto': '1888527.94', 'monto_cf': '           1,888,527.94'}","{'nombre': 'Instituto de Seguridad y Servicios Sociales de los Trabajadores del  Estado', 'clave_dependencia': '00637'}",2025-04-17,2027-01-17,"1 año, 9 meses",False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2024,Adjudicación directa,Servicios,Nacional,14472,,VILMOY SA DE CV,VIL050518596,,,techo_maximo,Pesos,,,Pachuca de Soto,42060,Estatales,No,,"Estudio mensual de calidad del agua que se utiliza en los Laboratorios del Programa Educativo de Gastronomía, correspondiente al mes de agosto del 2024, bajo los parámetros que marca el Distintivo H en las siguientes Normas: NOM-092-SSA1-1994 Mesofílicos",2024-01-30,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
TABASCO,27,5119,TAB - UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO (UJAT),2024,Adjudicación directa,Adquisiciones,Nacional,PD/DRM/UJAT/0303/2024,PD/DRM/UJAT/0303/2024,"INNOVARE INTEGRAL, S.A. DE C.V.",IIN100621EL8,2024-09-03,45008.0,con_impuestos,MXN,,,CENTRO,86106,Estatales,No,EQUIPO DE ADMINISTRACIÓN,ADQUISICIÓN,2024-09-30,59766,True,True,2010-06-21,"INNOVARE INTEGRAL, S.A. DE C.V.","{'monto': '269328', 'monto_cf': '             269,328.00'}","{'nombre': 'Instituto Mexicano del Petroleo', 'clave_dependencia': '18474'}",2022-12-16,2023-06-16,6 meses,False
HIDALGO,13,14669,HID - Universidad Autonoma del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,7657,,Vilmoy SA de CV,VIL050518596,,,techo_maximo,Pesos,,,Pachuca de Soto,42060,Estatales,,"[[1, 'Denominación o razón social', 'Vilmoy SA de CV'], [1, 'Registro Federal de Contribuyentes (RFC) de las personas físicas o morales que presentaron una proposición u oferta', 'VIL050518596'], [1, 'Nombre(s)', ''], [1, 'Segundo apellido', ''], [9, 'Sexo (catálogo)', ''], [1, 'Primer apellido', '']]",Adquisición de servicio de análisis de agua para la planta tratadora de Ciudad del Conocimiento para asegurarse que el agua cumpla con las normas establecidas.,2025-10-22,59483,True,True,2005-05-18,"VILMOY, S.A. DE C.V.","{'monto': '130959.5', 'monto_cf': '             130,959.50'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2024-09-11,2025-03-11,3 meses,False
CHIAPAS,7,1366,CHP - Instituto de Elecciones y Participacion Ciudadana,2025,Invitación a cuando menos tres personas,Servicios,Nacional,IEPC/CAABMyCS/OA/IR002/2026-2da CONVOCATORIA,IEPC/P/SA/DRMySG/OA/C028/2025,SEGURIDAD ELECTRÓNICA Y FÍSICA BUNKER S.A. DE C.V,SEF100105SX8,2025-04-16,2074999.87,con_impuestos,PESO,https://iepc-chiapas.org.mx/archivos/transparencia/archivos/XXVIII/2025/2do-trim/IR002_Contrato_C028_2025.pdf,https://www.iepc-chiapas.org.mx/archivos/licitaciones/2025/IEPC_CAABMyCS_OA_IR002_2025_2da/IR002_FALLO_2da.pdf,TUXTLA GUTIÉRREZ,29039,RECURSOS ESTATALES,,SERVICIO DE VIGILANCIA PARA LAS OFICINAS DEL INSTITUTO DE ELECCIONES Y PARTICIPACIÓN CIUDADANA,SERVICIO DE VIGILANCIA PARA LAS OFICINAS DEL INSTITUTO DE ELECCIONES Y PARTICIPACIÓN CIUDADANA,,59365,True,True,2010-01-05,SEGURIDAD ELECTRONICA Y FISICA BUNKER SA DE CV,"{'monto': '22647', 'monto_cf': '              22,647.00'}","{'nombre': 'Telecomunicaciones de Mexico', 'clave_dependencia': '09437'}",,,,False
GUANAJUATO,11,11005,GUA - Poder Ejecutivo,2025,Licitación pública,Adquisiciones,Nacional,40051001-061-25,8900005888,AEROTACTICAL SA DE CV,AER210301QY9,2025-10-16,18680.64,con_impuestos,MXP,https://sfia-transparencia.guanajuato.gob.mx/dgrmsg/02025/8900005888-9900013093-T.pdf,https://sfia-transparencia.guanajuato.gob.mx/dgrmsg/02025/40051001-061-25-F-T.pdf,Guadalupe,67120,Federales,No,"Adquisición De Vestuario, Uniformes Y Prendas De Seguridad",44 Pza Pijama Quirurgica,2026-01-15,59447,True,True,2021-03-01,"AEROTACTICAL, S.A. DE C.V.","{'monto': '8502', 'monto_cf': '               8,502.00'}","{'nombre': 'Secretaría de la Defensa Nacional', 'clave_dependencia': '00007'}",,,,False
NUEVO LEÓN,19,11060,NLE - Unidad de Integracion Educativa,2025,Adjudicación directa,Adquisiciones,Nacional,DRMS-2700/2025,DRMS-2700/2025,"BORSA COMERCIALIZADORA, S.A. DE C.V.",BCO920226PC3,2025-04-14,1793067.0,con_impuestos,PESOS,https://betatransparencia.nl.gob.mx/Anexo/DescargarAnexo?Id=QVhvT3lDSitPZ0k9&doc=2700.pdf,,MONTERREY,64610,Federales,No,Adquisicion de Insumos Alimenticios Para la Preparacion de Alimentos Destinados Para Las Niñas y Los Niños Que se Atienden en los Centros de Desarrollo Infantil (CENDI) en Proceso de Regularizacion Durante el Periodo del 10 al 14 y del 18 al 21 Marzo 2025.,Adquisicion de Insumos Alimenticios Para la Preparacion de Alimentos Destinados Para Las Niñas y Los Niños Que se Atienden en los Centros de Desarrollo Infantil (CENDI) en Proceso de Regularizacion Durante el Periodo del 10 al 14 y del 18 al 21 Marzo 2025.,2025-04-30,59606,True,True,1992-02-26,"BORSA COMERCIALIZADORA, S.A. DE C.V.","{'monto': '764460', 'monto_cf': '             764,460.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2012-01-26,2014-04-26,"2 años, 3 meses",False
CHIHUAHUA,8,1400,CHH - Instituto Chihuahuense de Infraestructura Fisica Educativa,2024,Licitación pública,Adquisiciones,Nacional,LP-ADQ-001-2024,ICHIFE/ADQ/003/2024 P5,GRUPO ARAUJO SALCIDO SA DE CV,GAS1203017R2,2024-05-09,1452320.0,con_impuestos,MONEDA NACIONAL,https://1drv.ms/b/s!Ap0eKPg_X7y0hHDw2h14P96lA5Vv?e=xxJRgE,https://mega.nz/file/wTZEVboY#OEOvqC9Pa7EN152AtH3lc-Hp7S2rweXJKTJ1PwlHFas,GUADALAJARA,44160,Estatales,No,"400 PIZARRONES EN CHIHUAHUA, CHIH.","400 PIZARRONES EN CHIHUAHUA, CHIH.",2024-12-31,59395,True,True,2012-03-01,"GRUPO ARAUJO SALCIDO, S.A. DE C.V.","{'monto': '19935', 'monto_cf': '              19,935.00'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",,,,False
COAHUILA DE ZARAGOZA,5,1046,COA - SIMAS Monclova-Frontera,2024,Adjudicación directa,Servicios,Nacional,24109058,24000055,"MAXI SERVICIOS DE MEXICO, S.A. DE C.V.",MSM0705117N6,2024-05-07,167041.16,con_impuestos,Nacional,,,Torreon,27000,Municipales,No,CONTRATACION DE COMPAÑÍA DE GUARDIAS DE SEGURIDAD PARA LOS DIFERENTES PUNTOS DE SIMAS,CONTRATACION DE COMPAÑÍA DE GUARDIAS DE SEGURIDAD PARA LOS DIFERENTES PUNTOS DE SIMAS,2024-06-30,59330,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
DURANGO,10,1792,DUR - PE - Universidad Politecnica de Gomez Palacio (UPGOP),2024,Invitación a cuando menos tres personas,Servicios,Nacional,REGISTRO IA-69-Q64-910040998-N-2-2024,REGISTRO IA-69-Q64-910040998-N-2-2024,Maxi Servicios de Mexico S.A. de C.V.,MSM0705117N6,2024-03-01,1640000.0,con_impuestos,Peso,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/a/trimestral/2024/contrato_limpieza_1727111630722.pdf,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/a/trimestral/2024/acta_de_fallo_limpieza_1714079008444.pdf,Torreón,27000,Federales,No,"Servicio de 11 elementos de limpieza que incluye supervisión y cubre descansos y cubre faltas, que se distribuirán en dos turnos diarios los 7 días de la semana, durante todo el año, incluyendo sábados y domingos. Limpieza general de las áreas específicas: Pisos, aulas, vestíbulos, pasillos, escaleras, salas, terrazas, sanitarios, talleres, almacenes, palapas, estacionamientos y jardines.","Servicio de 11 elementos de limpieza que incluye supervisión y cubre descansos y cubre faltas, que se distribuirán en dos turnos diarios los 7 días de la semana, durante todo el año, incluyendo sábados y domingos. Limpieza general de las áreas específicas: Pisos, aulas, vestíbulos, pasillos, escaleras, salas, terrazas, sanitarios, talleres, almacenes, palapas, estacionamientos y jardines.",,59429,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
VERACRUZ,30,5522,VER - Ayuntamiento de Nanchital de Lazaro Cardenas del Rio,2024,Invitación a cuando menos tres personas,Servicios,Nacional,ADQ-SP-0190-2024,LP-0058-2024,MULTISERVICIOS AUTOMOTRICES PROFESIONALES SA DE CV,MAP9611222V8,2024-05-06,13845.76,con_impuestos,PESO MEXICANO,,,COATZACOALCOS,96400,Federales,No,"SERVICIO DE MANTENIMIENTO: EMPASTADO DE CLUTCH, RECTIFICACIÓN DE VOLANTE MOTRIZ, CALIBRACION DE PLATO Y REEMPLAZO DE BALERO DE VOLANTE MOTRIZ REEMPLAZO DE BALERO DE VOLANTE MOTRIZ. PARA LA UNIDAD INTERNATIONAL (LP-08), TIPO: ClTY5, MOD: 2021, NO. SERIE: 3JA1SCB28MK002910, PLACAS:XM-8341 -A","ERVICIO DE MANTENIMIENTO: EMPASTADO DE CLUTCH, RECTIFICACIÓN DE VOLANTE MOTRIZ, CALIBRACIÓN DE PLATO Y REEMPLAZO DE BALERO DE VOLANTE MOTRIZ. PARA LA UNIDAD INTERNATIONAL (LP-08), TIPO: CITYS, MOD: 2021, NO. SERIE: 3JA1SCB28MK002910, PLACAS:XM-8341-A",,59828,True,True,1996-11-22,"MULTISERVICIOS AUTOMOTRICES PROFESIONALES, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Caminos y Puentes Federales de Ingresos y Servicios Conexos', 'clave_dependencia': '09120'}",2024-03-30,2024-06-30,3 meses,True
CIUDAD DE MÉXICO,9,1735,CMX - Sistema de Aguas de la Ciudad de Mexico,2024,Otra (especificar),Servicios,Nacional,I3P N SACMEX 006 2024,1036,"Comercializadora e Ingeniería Islas, S.A. de C.V.",CEI120313756,2023-12-29,7000000.0,con_impuestos,MXN,https://transparencia.sacmex.cdmx.gob.mx/transparencia/gestion/docs/2019/drmas/2024Primero/1036.pdf,https://transparencia.sacmex.cdmx.gob.mx/transparencia/gestion/docs/2019/drmas/2024Primero/i3p006fallo.PDF,Nezahualcoyotl,57130,Estatales,No,"reparación a, pertenecientes a los diferentes pozos y plantas de bombeo actuadores eléctricos y mecánicos para válvulas de mariposa y compuerta.","reparación a, pertenecientes a los diferentes pozos y plantas de bombeo actuadores eléctricos y mecánicos para válvulas de mariposa y compuerta y reparación a válvulas automáticas de tipo flotador, alivio de presión y contra golpe de ariete de diferentes marcas de 2”, 3”, 4"", 6"", 8"", 10"", 12"", 16"" y 24"" de diámetro,  localizadas en plantas, pozos, tanques, rebombeos y campamentos pertenecientes al sistema de aguas de la ciudad de méxico",2024-04-22,59413,True,True,2012-03-13,"COMERCIALIZADORA E INGENIERIA ISLAS, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Sistema Publico de Radiodifusion del Estado Mexicano', 'clave_dependencia': '85173'}",2025-08-30,2025-11-30,3 meses,False
GUANAJUATO,11,1968,GUA - Leon,2024,Adjudicación directa,Servicios,Nacional,OC-1631,OC-1631,"Multiservicios & Mantenimiento Alex, SA de CV",MAM121106LMA,2024-12-04,24960.0,con_impuestos,Nacional,https://transparencia.leon.gob.mx/docs/teso/art70/f28/2024/04/sgasigoc1631.pdf,https://transparencia.leon.gob.mx/docs/teso/art70/f28/2024/04/sgasigoc1631.pdf,Miguel Hidalgo,11270,Municipales,No,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ELEVADORES DE LAS DEPENDENCIAS MUNICIPALES,SERVICIO DE MANTENIMIENTO PREVENTIVO DE ELEVADORES DE LAS DEPENDENCIAS MUNICIPALES,2025-01-03,59447,True,True,2012-11-06,MULTISERVICIOS & MANTENIMIENTO ALEX S.A. DE C.V,"{'monto': '1888527.94', 'monto_cf': '           1,888,527.94'}","{'nombre': 'Instituto de Seguridad y Servicios Sociales de los Trabajadores del  Estado', 'clave_dependencia': '00637'}",2025-04-17,2027-01-17,"1 año, 9 meses",False
CIUDAD DE MÉXICO,9,1664,CMX - Universidad Autonoma de la Ciudad de Mexico,2024,Adjudicación directa,Adquisiciones,Nacional,REQ-24-1584,CC-24-388,ABASTECEDORA TECNOLOGICA ESPECIALIZADA S.A. DE C.V.,ATE070307EN4,2024-05-27,38795.04,con_impuestos,Nacional,https://drive.google.com/drive/folders/1INbYOF_gcySBG9CO3XVlF_bjsJQQMkZ9?usp=sharing,https://drive.google.com/file/d/1zV_QW8s3o6S1TjNJIWq8Czjxus33fp6a/view?usp=sharing,ZAPOPAN,45047,Estatales,No,Vidrio y productos de vidrio.,,,59413,True,True,2007-03-07,"ABASTECEDORA TECNOLÓGICA ESPECIALIZADA, S.A. DE C.V.","{'monto': '488565', 'monto_cf': '             488,565.00'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",2025-11-05,2026-08-05,9 meses,False
DURANGO,10,1792,DUR - PE - Universidad Politecnica de Gomez Palacio (UPGOP),2024,Adjudicación directa,Servicios,Nacional,04JLH00002,B2998,Maxi Servicios de Mexico S.A. de C.V.,MSM0705117N6,2024-04-01,175960.4,con_impuestos,Peso,https://transparencia.durango.gob.mx/archivo/upgop/articulo65/XXIX/a/trimestral/2024/FACT._MAXI_175960.40_0001_1721320217675.pdf,,Torreón,27000,Federales,No,Servicio de Limpieza de marzo,Servicio de limpieza de mes de marzo,,59429,True,True,2007-05-11,"MAXI SERVICIOS DE MÉXICO, S.A. DE C.V.","{'monto': '619656.8', 'monto_cf': '             619,656.80'}","{'nombre': 'Instituto Mexicano del Seguro Social', 'clave_dependencia': '00641'}",2025-09-13,2026-10-13,"1 año, 1 mes",False
HIDALGO,13,2131,HID - Poder Ejecutivo del Estado de Hidalgo,2024,Licitación pública,Servicios,Nacional,OEEH/LPN/004/2024,OEEH-LPN-003-2024,GEN Industrial S.A. de C.V.,GIN811027SS4,2024-07-15,163441.68,con_impuestos,Peso,https://transparenciadocs.hidalgo.gob.mx/ENTIDADES/OEventos/dir2/2024/F28/3T/OEEH-LPN-003-2024.pdf,https://transparenciadocs.hidalgo.gob.mx/ENTIDADES/OEventos/dir4/Adquisiciones/2024/LPN_004/JFALLO%20OEEH_LPN_004_2024.pdf,Monterrey,64650,Estatales,No,Servicios de limpieza y manejo de desechos,Servicios de limpieza y manejo de desechos,2025-01-10,59483,True,True,1981-10-27,"GEN INDUSTRIAL, S.A. DE C.V.","{'monto': '157685', 'monto_cf': '             157,685.00'}","{'nombre': 'Hospital General Dr. Manuel Gea Gonzalez', 'clave_dependencia': '12195'}",2025-12-31,2025-03-31,3 meses,False
HIDALGO,13,2131,HID - Poder Ejecutivo del Estado de Hidalgo,2025,Adjudicación directa,Servicios,Nacional,MR/DAyP/34/2025,MR/DAyP/34/2025,Soluciones en Domotica e Informatica Administrativa S.A. de C.V.,SDE091117K91,2025-05-02,812.0,con_impuestos,Nacional,https://transparenciadocs.hidalgo.gob.mx/ENTIDADES/MINJHRehilete/48Fracciones/XXVIII/2025/2T/MR-DAyP-34-2025.pdf,,Coacalco de Berriozábal,55700,Estatales,No,Servicio de revisión de cámaras de seguridad en las instalaciones del Museo El Rehilete.,Servicio de revisión de cámaras de seguridad en las instalaciones del Museo El Rehilete.,2025-07-10,59483,True,True,2009-11-17,"SOLUCIONES EN DOMÓTICA  E INFORMATICA ADMINISTRATIVA, S.A. DE C.V.","{'monto': '27782.2', 'monto_cf': '              27,782.20'}","{'nombre': 'Secretaría Anticorrupción y Buen Gobierno', 'clave_dependencia': '00027'}",,,,False
